codigo,placa,linha,latitude,longitude,dataHora,velocidade,id_migracao_trajeto,sentido,trajeto,timestamp_captura
86804,LQG3863,12,-23.00179333333333,-43.36510666666667,2021-02-24 12:48:28,0,121,volta,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),2021-02-24 17:17:36.734128
50304,KRN8J05,5807A1,-22.919896666666666,-43.607778333333336,2020-07-16 13:55:11,0,124,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE ( EXPRESSO ),2021-02-24 17:17:36.734128
13426,LSI5977,10,-23.001123333333332,-43.367473333333336,2021-02-24 11:44:29,0,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
47013,LMB3786,51,-22.965455,-43.391976666666665,2021-02-17 21:13:59,0,3551,ida,51 - T. RECREIO X VILA MILITAR (PARADOR),2021-02-24 17:17:36.734128
47031,KYW5240,22,-22.964488333333332,-43.39187166666667,2021-02-15 19:32:18,0,8970,ida,22- ALVORADA X J. OCEÂNICO (PARADOR),2021-02-24 17:17:36.734128
30533,KWO8120,10,-23.006395,-43.314281666666666,2021-02-24 13:01:48,0,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86821,LQG3866,0,-22.92000833333333,-43.60776666666667,2020-06-16 17:26:29,0,,,,2021-02-24 17:17:36.734128
47002,LRH8941,10,-22.877726666666668,-43.336553333333335,2021-02-24 13:16:36,0,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
LUH4150 PKP / T. I,LUH4150,0,-22.9710323,-43.4004794,2021-02-10 18:39:47,0,,,,2021-02-24 17:17:36.734128
47027,KRR2119,18,-22.965146666666666,-43.39192,2021-02-24 13:14:49,0,3626,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO ( EXPRESSO ),2021-02-24 17:17:36.734128
44734,LSG9591,11N,-22.91959333333333,-43.607076666666664,2021-02-24 13:15:18,0,104,ida,11N - SANTA CRUZ X ALVORADA,2021-02-24 17:17:36.734128
30513,KYL8596,37,-22.973241666666667,-43.38592,2021-02-13 10:54:36,51,9324,ida,37 - Tanque x Alvorada,2021-02-24 17:17:36.734128
86832,LQH5492,13,-23.000916666666665,-43.36743333333333,2021-02-24 13:16:38,0,113,volta,13- ALVORADA X  MATO ALTO ( EXPRESSO ),2021-02-24 17:17:36.734128
86892,KRQ6880,20,-23.003446666666665,-43.42532166666667,2021-02-24 13:16:42,0,122,ida,20 - SANTA CRUZ X SALVADOR ALLENDE ( EXPRESSO ),2021-02-24 17:17:36.734128
44736,LMH4611,14,-23.012526666666666,-43.458895,2021-02-24 13:16:44,0,138,ida,14 - CAMPO GRANDE X SALVADOR ALLENDE,2021-02-24 17:17:36.734128
30508,KYM4572,42A,-22.854791666666667,-43.252118333333335,2021-02-24 12:59:08,0,9447,ida,42A - GALEÃO X MADUREIRA (PARADOR),2021-02-24 17:17:36.734128
12719,KRP7035,10,-22.91623,-43.68306666666667,2021-02-24 13:14:19,15,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86840,KOS9769,12,-22.91983,-43.60757,2021-02-24 12:59:11,0,120,ida,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
30538,KXE7719,53B,-22.960945,-43.39178833333333,2021-02-24 00:16:22,29,9432,ida,53B - SULACAP X JD. OCEANICO (PARADOR),2021-02-24 17:17:36.734128
13412,KPY9734,20,-23.000563333333332,-43.3645,2021-02-24 12:02:53,0,122,ida,20 - SANTA CRUZ X SALVADOR ALLENDE ( EXPRESSO ),2021-02-24 17:17:36.734128
50309,KPN6B05,LECD33,-23.006608333333332,-43.43660666666667,2021-02-24 13:15:17,39,8964,ida,LECD33- SANTA CRUZ X CAMPO GRANDE,2021-02-24 17:17:36.734128
90459,KXB8152,35A,-22.84435,-43.238455,2021-02-22 05:31:39,42,9430,ida,35A - MADUREIRA X JARDIM OCEÂNICO,2021-02-24 17:17:36.734128
12706,KXB8938,46,-22.877233333333333,-43.33596333333333,2021-02-24 13:05:40,0,145,volta,46 - ALVORADA X PENHA ( EXPRESSO ),2021-02-24 17:17:36.734128
47025,KXE8652,51,-23.019636666666667,-43.48757,2021-02-24 08:42:54,32,3551,ida,51 - T. RECREIO X VILA MILITAR (PARADOR),2021-02-24 17:17:36.734128
30532,KYL8599,25A,-22.99269333333333,-43.36616,2021-02-23 02:55:17,65,8968,ida,25A -  MATO ALTO X  ALVORADA -  SEMI EXPRESSO,2021-02-24 17:17:36.734128
13423,LSI5976,10,-23.000703333333334,-43.36605333333333,2021-02-24 12:55:30,0,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
47028,KRR2120,25A,-23.01167,-43.531965,2021-02-24 13:10:39,60,8968,ida,25A -  MATO ALTO X  ALVORADA -  SEMI EXPRESSO,2021-02-24 17:17:36.734128
86871,LMG5159,10,-22.919823333333333,-43.607875,2021-01-26 10:37:36,0,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
13403,LTF5447,12,-23.000075,-43.361043333333335,2021-02-24 13:16:53,0,121,volta,12 - ALVORADA X PINGO D'AGUA ( EXPRESSO ),2021-02-24 17:17:36.734128
90002,LMB2D92,51,-23.00875,-43.44068,2021-02-24 13:16:43,0,3551,ida,51 - T. RECREIO X VILA MILITAR (PARADOR),2021-02-24 17:17:36.734128
47030,LSQ5263,51,-23.0087,-43.440485,2021-02-24 12:49:06,0,3551,ida,51 - T. RECREIO X VILA MILITAR (PARADOR),2021-02-24 17:17:36.734128
30519,LRE9804,0,-22.964478333333332,-43.391778333333335,2021-01-08 09:29:19,0,,,,2021-02-24 17:17:36.734128
30526,LRG3042,35A,-23.006471666666666,-43.31569,2021-02-24 11:38:50,0,9431,volta,35A -  JARDIM OCEÂNICO X MADUREIRA,2021-02-24 17:17:36.734128
30501,LSD4741,22,-23.00639333333333,-43.31589666666667,2021-02-24 12:55:20,0,8971,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR),2021-02-24 17:17:36.734128
86843,KOS9766,12,-22.9163,-43.607141666666664,2021-02-24 11:03:16,0,120,ida,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86838,KOS9772,10,-23.00482166666667,-43.55990166666667,2020-09-03 06:42:57,34,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86833,LLR3251,14,-23.000641666666667,-43.36659,2021-02-24 12:58:10,0,138,ida,14 - CAMPO GRANDE X SALVADOR ALLENDE,2021-02-24 17:17:36.734128
E86862,LRX6071,0,-22.92000833333333,-43.60776666666667,2020-06-16 17:30:29,0,,,,2021-02-24 17:17:36.734128
30515,KYL8594,46,-23.00073666666667,-43.365923333333335,2021-02-24 11:02:49,0,145,volta,46 - ALVORADA X PENHA ( EXPRESSO ),2021-02-24 17:17:36.734128
44732,LSG9592,53B,-22.883971666666667,-43.399725,2021-02-24 13:16:40,0,9432,ida,53B - SULACAP X JD. OCEANICO (PARADOR),2021-02-24 17:17:36.734128
13409,KPY9733,40A,-23.00097166666667,-43.367898333333336,2021-02-24 13:14:36,0,8973,volta,40A - ALVORADA X MADUREIRA ( EXPRESSO ),2021-02-24 17:17:36.734128
13424,KRL4069,51,-23.00906,-43.44105,2021-02-24 13:15:59,0,3551,ida,51 - T. RECREIO X VILA MILITAR (PARADOR),2021-02-24 17:17:36.734128
44709,LRG8852,13,-22.854471666666665,-43.251446666666666,2021-02-24 12:53:37,0,112,ida,13 - MATO ALTO X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
44702,KRA6212,25A,-23.00068,-43.36499833333333,2021-02-24 13:14:56,0,8969,volta,25A -  ALVORADA X MATO ALTO -  SEMI EXPRESSO,2021-02-24 17:17:36.734128
86842,KOU8599,13,-22.919916666666666,-43.607683333333334,2021-02-09 02:56:39,0,112,ida,13 - MATO ALTO X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
44704,LTR5373,41,-23.008611666666667,-43.44040666666667,2021-02-24 12:57:28,0,3542,ida,41 - RECREIO X TERMINAL MADUREIRA (EXPRESSO),2021-02-24 17:17:36.734128
86851,KQO8674,LECD33,-22.933308333333333,-43.661785,2021-02-24 13:11:51,0,8965,volta,LECD33- CAMPO GRANDE X SANTA CRUZ,2021-02-24 17:17:36.734128
86875,KQB4103,10,-22.96891,-43.62414166666667,2021-02-24 13:16:19,38,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
30517,LRC6607,29,-23.006546666666665,-43.31505333333333,2021-02-24 13:13:49,0,8971,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR),2021-02-24 17:17:36.734128
30529,KPV2255,46,-22.841851666666667,-43.27518666666667,2021-02-03 07:45:23,25,144,ida,46- PENHA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86852,LMB9577,0,-22.9199,-43.60747,2020-06-21 13:17:35,0,,,,2021-02-24 17:17:36.734128
30518,KYL8597,10,-23.008348333333334,-43.44350333333333,2021-02-24 13:16:47,17,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
12707,LMI8079,42A,-22.85438,-43.25145,2021-02-24 12:49:21,0,9447,ida,42A - GALEÃO X MADUREIRA (PARADOR),2021-02-24 17:17:36.734128
12743,KRR4919,46,-23.000961666666665,-43.36613333333333,2021-02-24 13:16:03,0,145,volta,46 - ALVORADA X PENHA ( EXPRESSO ),2021-02-24 17:17:36.734128
86801,LQH8572,0,-22.919825,-43.60760833333333,2020-08-04 15:45:02,0,,,,2021-02-24 17:17:36.734128
47029,LSQ5267,10,-23.000685,-43.36639666666667,2021-02-24 13:12:44,0,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
30528,LRG3041,35A,-23.006766666666667,-43.31293333333333,2021-02-24 07:58:37,0,9431,volta,35A -  JARDIM OCEÂNICO X MADUREIRA,2021-02-24 17:17:36.734128
30504,LRC6605,40A,-22.878893333333334,-43.341135,2021-02-24 04:55:51,13,8972,ida,40A - MADUREIRA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
12732,LSP8261,0,-22.919501666666665,-43.60792333333333,2021-02-11 15:49:06,0,,,,2021-02-24 17:17:36.734128
A994324,LUN4324,0,-22.8384886,-43.2946123,2021-02-24 13:17:54,0,,,,2021-02-24 17:17:36.734128
86854,LTR5553,14,-22.92066,-43.60864333333333,2021-02-24 12:51:51,4,138,ida,14 - CAMPO GRANDE X SALVADOR ALLENDE,2021-02-24 17:17:36.734128
13420,KWI9708,35A,-22.896691666666666,-43.351486666666666,2021-02-24 13:16:38,47,9430,ida,35A - MADUREIRA X JARDIM OCEÂNICO,2021-02-24 17:17:36.734128
86856,KWX6285,10,-23.000723333333333,-43.36638666666666,2021-02-24 12:54:49,24,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
30527,KPY6689,53A,-23.000858333333333,-43.36778833333333,2021-02-24 12:55:14,0,8967,volta,53A - ALVORADA X SULACAP ( EXPRESSO ),2021-02-24 17:17:36.734128
A997040,KRA7040,0,-22.9654986,-43.391071,2021-02-24 12:45:31,0,,,,2021-02-24 17:17:36.734128
A999574,LSD9574,0,-23.0008843,-43.3636736,2021-02-24 12:19:03,0,,,,2021-02-24 17:17:36.734128
A997008,LSG7008,0,-23.0009211,-43.3643726,2021-02-24 12:45:00,0,,,,2021-02-24 17:17:36.734128
44717,KWW8818,46,-22.889996666666665,-43.34696,2021-02-24 07:09:00,36,144,ida,46- PENHA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
12704,LSM8778,0,-22.920425,-43.607508333333335,2020-09-28 08:30:39,0,,,,2021-02-24 17:17:36.734128
44735,KRK7032,14,-23.007201666666667,-43.437735,2021-02-24 13:16:47,59,139,volta,14 - SALVADOR ALLENDE X CAMPO GRANDE,2021-02-24 17:17:36.734128
30503,LSB5374,29,-23.000193333333332,-43.37489,2021-02-24 13:16:44,0,9185,volta,29 -  JARDIM OCEÂNICO X SALVADOR ALLENDE (PARADOR),2021-02-24 17:17:36.734128
44731,KRK7034,13,-23.001011666666667,-43.366596666666666,2021-02-24 12:55:25,0,113,volta,13- ALVORADA X  MATO ALTO ( EXPRESSO ),2021-02-24 17:17:36.734128
50307,LSL9D59,13,-23.000758333333334,-43.36621,2021-02-24 13:07:36,0,113,volta,13- ALVORADA X  MATO ALTO ( EXPRESSO ),2021-02-24 17:17:36.734128
47004,KQK7904,18,-22.964669999999998,-43.391796666666664,2021-02-02 00:43:56,0,3626,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO ( EXPRESSO ),2021-02-24 17:17:36.734128
27203,KRN8701,10,-22.968865,-43.62346333333333,2021-02-24 13:16:18,38,107,volta,10 - ALVORADA X SANTA CRUZ ( EXPRESSO ),2021-02-24 17:17:36.734128
86825,LQH6471,0,-22.92000833333333,-43.60776666666667,2020-06-16 17:37:29,0,,,,2021-02-24 17:17:36.734128
27205,LSL9114,42A,-22.813855,-43.244566666666664,2021-02-23 18:41:27,23,9447,ida,42A - GALEÃO X MADUREIRA (PARADOR),2021-02-24 17:17:36.734128
86812,LQH6474,13,-22.919598333333333,-43.60790333333333,2021-01-10 22:56:03,0,112,ida,13 - MATO ALTO X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86873,LSC9355,0,-22.919736666666665,-43.60861833333333,2020-09-21 19:08:41,0,,,,2021-02-24 17:17:36.734128
44706,LRG8855,51A,-23.001195,-43.367511666666665,2021-02-24 13:10:33,0,9162,volta,51A -  Terminal Alvorada x Vila Militar,2021-02-24 17:17:36.734128
47012,KPZ8364,22,-22.965153333333333,-43.391776666666665,2021-02-24 13:13:38,0,8966,ida,53A - SULACAP X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
13417,KWI9710,0,-22.96456166666667,-43.39167333333334,2020-12-16 14:21:18,0,,,,2021-02-24 17:17:36.734128
50311,KWA8I62,14,-22.920316666666672,-43.60847666666667,2020-12-01 23:06:03,0,138,ida,14 - CAMPO GRANDE X SALVADOR ALLENDE,2021-02-24 17:17:36.734128
47015,LRH8891,46,-22.999085,-43.36812333333334,2021-02-24 03:10:16,53,144,ida,46- PENHA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86869,LSC9369,10,-22.916648333333335,-43.631881666666665,2021-02-23 18:34:05,6,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86810,KVR8296,25A,-22.919693333333335,-43.607175,2021-02-24 12:57:19,0,8968,ida,25A -  MATO ALTO X  ALVORADA -  SEMI EXPRESSO,2021-02-24 17:17:36.734128
86850,LMB9574,LECD33,-22.91996,-43.60787833333333,2021-02-24 12:48:01,0,8964,ida,LECD33- SANTA CRUZ X CAMPO GRANDE,2021-02-24 17:17:36.734128
86885,LTB5540,LECD33,-22.904886666666666,-43.55670833333333,2021-02-24 13:16:47,22,8964,ida,LECD33- SANTA CRUZ X CAMPO GRANDE,2021-02-24 17:17:36.734128
12709,KRP4173,10,-22.916858333333334,-43.68336166666667,2021-02-24 13:16:48,0,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
13414,KPY9731,35A,-22.964901666666666,-43.391285,2020-11-04 20:39:01,0,9430,ida,35A - MADUREIRA X JARDIM OCEÂNICO,2021-02-24 17:17:36.734128
30540,KXE7718,35A,-22.978515,-43.36563,2021-02-24 13:16:51,60,9430,ida,35A - MADUREIRA X JARDIM OCEÂNICO,2021-02-24 17:17:36.734128
86890,KRQ6877,10,-22.918955,-43.60736,2021-02-24 13:12:56,0,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
44703,KRA6211,51A,-22.854505,-43.25224166666667,2021-02-24 13:16:18,0,9161,ida,51A - Vila Militar x Terminal Alvorada,2021-02-24 17:17:36.734128
13425,KRL4070,51,-23.006616666666666,-43.436931666666666,2021-02-24 13:16:53,44,3551,ida,51 - T. RECREIO X VILA MILITAR (PARADOR),2021-02-24 17:17:36.734128
12731,KXD9190,42A,-22.867185,-43.33490166666667,2021-02-24 12:39:29,37,9447,ida,42A - GALEÃO X MADUREIRA (PARADOR),2021-02-24 17:17:36.734128
86876,KQK8703,10,-22.919898333333332,-43.60760166666667,2021-01-24 12:44:59,0,106,ida,10- SANTA CRUZ X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
12738,KRR2404,22,-23.000581666666665,-43.36561,2021-02-24 13:16:35,0,8970,ida,22- ALVORADA X J. OCEÂNICO (PARADOR),2021-02-24 17:17:36.734128
50303,LTT5J71,12,-22.964755,-43.647193333333334,2021-02-24 13:08:39,0,120,ida,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
30502,LQT9173,51A,-22.965348333333335,-43.39116666666666,2021-02-22 01:04:23,0,9161,ida,51A - Vila Militar x Terminal Alvorada,2021-02-24 17:17:36.734128
86886,LTB5541,LECD33,-22.919176666666665,-43.607036666666666,2021-02-24 13:01:32,0,8964,ida,LECD33- SANTA CRUZ X CAMPO GRANDE,2021-02-24 17:17:36.734128
47032,KXE8654,22,-23.00709833333333,-43.31276166666667,2021-02-24 13:11:17,0,8971,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR),2021-02-24 17:17:36.734128
13428,KXE7712,20,-22.964575,-43.39122666666667,2021-02-24 13:15:59,0,122,ida,20 - SANTA CRUZ X SALVADOR ALLENDE ( EXPRESSO ),2021-02-24 17:17:36.734128
47006,KWZ8630,53B,-23.006545,-43.31552166666667,2021-02-24 11:22:42,0,9433,volta,53B JD OCEANICO X SULACAP (PARADOR),2021-02-24 17:17:36.734128
12715,LSN9214,40A,-22.87883,-43.34117166666667,2021-02-24 06:15:21,10,8972,ida,40A - MADUREIRA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
86808,KOU4402,5801A1,-23.018871666666666,-43.483693333333335,2020-06-28 05:04:30,19,120,ida,12 - PINGO D'AGUA X ALVORADA ( EXPRESSO ),2021-02-24 17:17:36.734128
